"","geneNames","geneCounts","NC"
"1177","nrdA",90,1
"1178","yibN",90,1
"1179","group_625",90,1
"1180","group_6250",90,1
"1181","group_6251",90,1
"1182","recA",90,1
"1183","murC",90,1
"1184","uvrD",90,1
"1185","dtpA_3",90,1
"1186","rplU",90,1
"1187","acdA_2",90,1
"1188","rpsM",90,1
"1189","rpiA",90,1
"1190","group_626",90,1
"1191","group_6260",90,1
"1192","group_6261",90,1
"1193","group_6262",90,1
"1194","group_6263",90,1
"1195","fda",90,1
"1196","group_6267",90,1
"1197","secF",90,1
"1198","fabF_2",90,1
"1199","group_627",90,1
"1200","lptA",90,1
"1201","pfp",90,1
"1202","group_6272",90,1
"1203","group_6273",90,1
"1204","mlaC",90,1
"1205","rplB",90,1
"1206","rip2",90,1
"1207","tdcG",90,1
"1208","qseC",90,1
"1209","mvaA",90,1
"1210","group_628",90,1
"1211","rpsC",90,1
"1212","pdc",90,1
"1213","group_6282",90,1
"1214","mdtA",90,1
"1215","ddlA",90,1
"1216","sufS",90,1
"1217","dacC",90,1
"1218","group_6287",90,1
"1219","mlaF_1",90,1
"1220","rpoD",90,1
"1221","group_629",90,1
"1222","group_6290",90,1
"1223","hbpA",90,1
"1224","ybdK_2",90,1
"1225","udk_1",90,1
"1226","ubiB",90,1
"1227","rplD",90,1
"1228","purF",90,1
"1229","pdxH_2",90,1
"1230","aroF",90,1
"1231","group_6299",90,1
"1232","group_630",90,1
"1233","gabD",90,1
"1234","ldh",90,1
"1235","group_6302",90,1
"1236","atpG",90,1
"1237","dacB_2",90,1
"1238","pdaC",90,1
"1239","nadB",90,1
"1240","group_6307",90,1
"1241","pabC",90,1
"1242","secG",90,1
"1243","recF",90,1
"1244","sfp",90,1
"1245","surA",90,1
"1246","rnc",90,1
"1247","bioB",90,1
"1248","lpxA_2",90,1
"1249","group_6315",90,1
"1250","group_6316",90,1
"1251","garP_1",90,1
"1252","tdh",90,1
"1253","group_6319",90,1
"1254","bicA",90,1
"1255","hflX",90,1
"1256","rimM",90,1
"1257","hemA",90,1
"1258","group_6323",90,1
"1259","spmB",90,1
"1260","group_6325",90,1
"1261","rpsH",90,1
"1262","ppk",90,1
"1263","pyrG",90,1
"1264","guaB",90,1
"1265","ftsX",90,1
"1266","group_6331",90,1
"1267","sucB",90,1
"1268","nuoB",90,1
"1269","sppA",90,1
"1270","metN",90,1
"1271","gdh",90,1
"1272","trpC",90,1
"1273","frr",90,1
"1274","group_6339",90,1
"1275","xapA",90,1
"1276","hapE",90,1
"1277","ahpC",90,1
"1278","dsbA_1",90,1
"1279","group_6344",90,1
"1280","dps2",90,1
"1281","group_6346",90,1
"1282","glyA",90,1
"1283","group_6348",90,1
"1284","lpxC",90,1
"1285","ydhC",90,1
"1286","group_6351",90,1
"1287","group_6352",90,1
"1288","yadG",90,1
"1289","group_6354",90,1
"1290","nudE",90,1
"1291","glnS",90,1
"1292","clpS",90,1
"1293","dtpA_1",90,1
"1294","nadD",90,1
"1295","group_636",90,1
"1296","group_6360",90,1
"1297","nicB",90,1
"1298","sdaC",90,1
"1299","group_6363",90,1
"1300","group_6364",90,1
"1301","group_6365",90,1
"1302","bcr_3",90,1
"1303","group_6367",90,1
"1304","clpX",90,1
"1305","nadK",90,1
"1306","group_637",90,1
"1307","metI",90,1
"1308","korA",90,1
"1309","nuoE",90,1
"1310","uspA2_2",90,1
"1311","group_6374",90,1
"1312","hemH",90,1
"1313","rsfS",90,1
"1314","proQ_1",90,1
"1315","ndk",90,1
"1316","pdhB_2",90,1
"1317","group_638",90,1
"1318","nit1",90,1
"1319","rapA_2",90,1
"1320","ftsI_1",90,1
"1321","group_6383",90,1
"1322","group_6384",90,1
"1323","icd",90,1
"1324","yhhT",90,1
"1325","opuAB",90,1
"1326","rmlA",90,1
"1327","fadE_2",90,1
"1328","pilT_2",90,1
"1329","carB",90,1
"1330","flgH",90,1
"1331","eamA",90,1
"1332","group_6394",90,1
"1333","trpA",90,1
"1334","corC",90,1
"1335","lly",90,1
"1336","aroQ1",90,1
"1337","fabH_1",90,1
"1338","mrdB",90,1
"1339","group_6401",90,1
"1340","hflK",90,1
"1341","group_6403",90,1
"1342","suhB",90,1
"1343","egtC_2",90,1
"1344","group_6406",90,1
"1345","argD",90,1
"1346","group_6408",90,1
"1347","spoT",90,1
"1348","glyS",90,1
"1349","coaX",90,1
"1350","lpdA",90,1
"1351","rne",90,1
"1352","mrcA",90,1
"1353","rlmE",90,1
"1354","lepB",90,1
"1355","group_6416",90,1
"1356","yrbG",90,1
"1357","ruvB",90,1
"1358","bdhA",90,1
"1359","accA1",90,1
"1360","ndhC",90,1
"1361","group_6421",90,1
"1362","pglF",90,1
"1363","entS",90,1
"1364","truA",90,1
"1365","group_6425",90,1
"1366","tam_1",90,1
"1367","group_6427",90,1
"1368","group_6428",90,1
"1369","purB",90,1
"1370","group_643",90,1
"1371","dnaB",90,1
"1372","glmM",90,1
"1373","rpoA",90,1
"1374","petB",90,1
"1375","group_6434",90,1
"1376","group_6435",90,1
"1377","group_6436",90,1
"1378","nusB",90,1
"1379","fliP",90,1
"1380","gcvH",90,1
"1381","pncC_1",90,1
"1382","uvrA",90,1
"1383","nuoN",90,1
"1384","cdgJ_2",90,1
"1385","sucD",90,1
"1386","ctaC",90,1
"1387","mrdA",90,1
"1388","group_6446",90,1
"1389","gspD",90,1
"1390","group_6448",90,1
"1391","cpxR",90,1
"1392","dprE1",90,1
"1393","fadH",90,1
"1394","group_6451",90,1
"1395","group_6452",90,1
"1396","ratA",90,1
"1397","ccmB",90,1
"1398","group_6455",90,1
"1399","kdsC",90,1
"1400","mltB_2",90,1
"1401","resA",90,1
"1402","ahcY_2",90,1
"1403","group_646",90,1
"1404","nuoL_1",90,1
"1405","rimP",90,1
"1406","rpsN",90,1
"1407","cvpA",90,1
"1408","soj",90,1
"1409","glmS",90,1
"1410","tolB",90,1
"1411","secA",90,1
"1412","epsH",90,1
"1413","ggt",90,1
"1414","group_647",90,1
"1415","group_6470",90,1
"1416","msrA1",90,1
"1417","panC",90,1
"1418","group_6473",90,1
"1419","thrS",90,1
"1420","gshB",90,1
"1421","group_6476",90,1
"1422","group_6477",90,1
"1423","gdhB",90,1
"1424","ftsY",90,1
"1425","group_648",90,1
"1426","atoC_2",90,1
"1427","glnE",90,1
"1428","group_6482",90,1
"1429","fadD",90,1
"1430","dinB",90,1
"1431","phaB_2",90,1
"1432","actIII",90,1
"1433","group_6487",90,1
"1434","ydjZ",90,1
"1435","hap_1",90,1
"1436","speE_2",90,1
"1437","group_6490",90,1
"1438","uhpC",90,1
"1439","group_6492",90,1
"1440","group_6493",90,1
"1441","group_6494",90,1
"1442","ytbE",90,1
"1443","group_6496",90,1
"1444","nadC",90,1
"1445","group_6498",90,1
"1446","group_6499",90,1
"1447","tamA",90,1
"1448","sauU_2",90,1
"1449","lgt",90,1
"1450","group_6503",90,1
"1451","ribH",90,1
"1452","group_6505",90,1
"1453","bauC",90,1
"1454","dnaE",90,1
"1455","pncB2",90,1
"1456","group_6509",90,1
"1457","dgt",90,1
"1458","group_6511",90,1
"1459","yihG",90,1
"1460","group_6513",90,1
"1461","group_6514",90,1
"1462","ttcA",90,1
"1463","sad",90,1
"1464","tsf",90,1
"1465","rplI",90,1
"1466","gatB",90,1
"1467","umuC",90,1
"1468","xseB",90,1
"1469","cbs",90,1
"1470","lpxL_3",90,1
"1471","aruG",90,1
"1472","group_6524",90,1
"1473","plsY",90,1
"1474","nlpD",90,1
"1475","ugpB",90,1
"1476","group_6528",90,1
"1477","yisK",90,1
"1478","putA",90,1
"1479","dapF",90,1
"1480","group_6531",90,1
"1481","feoA",90,1
"1482","group_6533",90,1
"1483","lolB",90,1
"1484","group_6535",90,1
"1485","crcB",90,1
"1486","nnr_1",90,1
"1487","group_6538",90,1
"1488","mdtN_2",90,1
"1489","cysS",90,1
"1490","capB_1",90,1
"1491","group_6542",90,1
"1492","group_6543",90,1
"1493","group_6544",90,1
"1494","purQ",90,1
"1495","era",90,1
"1496","cfiA",90,1
"1497","group_6548",90,1
"1498","mprA",90,1
"1499","glgE",90,1
"1500","smc_4",90,1
"1501","prpC",90,1
"1502","hslO",90,1
"1503","ccmC",90,1
"1504","group_6554",90,1
"1505","cfiB",90,1
"1506","lplT",90,1
"1507","dltC_1",90,1
"1508","rsmB",90,1
"1509","ugpA",90,1
"1510","cqsA",90,1
"1511","atoS",90,1
"1512","mshD_1",90,1
"1513","hisH_2",90,1
"1514","group_6565",90,1
"1515","group_6566",90,1
"1516","group_6567",90,1
"1517","lspA",90,1
"1518","group_6569",90,1
"1519","group_657",90,1
"1520","rseP_2",90,1
"1521","fieF",90,1
"1522","rlmB",90,1
"1523","group_6573",90,1
"1524","group_6574",90,1
"1525","algA",90,1
"1526","group_6576",90,1
"1527","flgL",90,1
"1528","aroC",90,1
"1529","group_6579",90,1
"1530","mutL",90,1
"1531","aspS",90,1
"1532","lipA",90,1
"1533","bamB",90,1
"1534","group_6583",90,1
"1535","ileS",90,1
"1536","nth",90,1
"1537","group_6586",90,1
"1538","group_6587",90,1
"1539","rlmI",90,1
"1540","macB",90,1
"1541","group_659",90,1
"1542","queC",90,1
"1543","arfA",90,1
"1544","nqo3",90,1
"1545","rluC",90,1
"1546","group_6594",90,1
"1547","group_6595",90,1
"1548","group_6596",90,1
"1549","glmU",90,1
"1550","yiaD_2",90,1
"1551","ctaB",90,1
"1552","rpoH",90,1
"1553","wbpE",90,1
"1554","czcD",90,1
"1555","grxC",90,1
"1556","gatA",90,1
"1557","etfB",90,1
"1558","fabL",90,1
"1559","group_6606",90,1
"1560","group_6607",90,1
"1561","pyrH",90,1
"1562","tig",90,1
"1563","phhA",90,1
"1564","obg",90,1
"1565","sufB",90,1
"1566","hemY",90,1
"1567","group_6613",90,1
"1568","rcp1",90,1
"1569","dapD",90,1
"1570","gph",90,1
"1571","sodB",90,1
"1572","pgsA",90,1
"1573","group_6619",90,1
"1574","pcsA",90,1
"1575","group_6621",90,1
"1576","group_6622",90,1
"1577","pip",90,1
"1578","nusG",90,1
"1579","group_6625",90,1
"1580","rep",90,1
"1581","flgC",90,1
"1582","group_6628",90,1
"1583","group_6629",90,1
"1584","cspG_2",90,1
"1585","group_6631",90,1
"1586","group_6632",90,1
"1587","lptG",90,1
"1588","group_6634",90,1
"1589","group_6635",90,1
"1590","fas5",90,1
"1591","ruvC",90,1
"1592","surE",90,1
"1593","group_6639",90,1
"1594","gatC",90,1
"1595","ftsW",90,1
"1596","rluB",90,1
"1597","ydfG",90,1
"1598","group_6644",90,1
"1599","udk_2",90,1
"1600","group_6646",90,1
"1601","potB",90,1
"1602","group_6648",90,1
"1603","group_6649",90,1
"1604","hutG",90,1
"1605","amiC_1",90,1
"1606","elmMIII",90,1
"1607","gmhA",90,1
"1608","group_6654",90,1
"1609","crt_1",90,1
"1610","rpsB",90,1
"1611","rplC",90,1
"1612","oxyR",90,1
"1613","epsF_2",90,1
"1614","petA",90,1
"1615","group_6661",90,1
"1616","phaB_3",90,1
"1617","cspG_1",90,1
"1618","group_6664",90,1
"1619","group_6665",90,1
"1620","rodZ",90,1
"1621","murF",90,1
"1622","patA_2",90,1
"1623","hap_2",90,1
"1624","group_667",90,1
"1625","group_6670",90,1
"1626","pntA",90,1
"1627","group_6672",90,1
"1628","katG2",90,1
"1629","murD",90,1
"1630","acpXL",90,1
"1631","argS",90,1
"1632","yqgF",90,1
"1633","tyrP_2",90,1
"1634","flhB_2",90,1
"1635","esiB_3",90,1
"1636","rpoS",90,1
"1637","group_6681",90,1
"1638","hrp1_1",90,1
"1639","mutS",90,1
"1640","group_6684",90,1
"1641","group_6685",90,1
"1642","group_6686",90,1
"1643","group_6687",90,1
"1644","phrA",90,1
"1645","rlmN",90,1
"1646","pepA_2",90,1
"1647","group_6690",90,1
"1648","fliC",90,1
"1649","group_6692",90,1
"1650","pepO",90,1
"1651","pafA",90,1
"1652","dctA2",90,1
"1653","group_6696",90,1
"1654","group_6699",90,1
"1655","group_670",90,1
"1656","group_6700",90,1
"1657","group_6701",90,1
"1658","pomA",90,1
"1659","hisI",90,1
"1660","rplW",90,1
"1661","gap",90,1
"1662","group_6706",90,1
"1663","group_6707",90,1
"1664","group_6708",90,1
"1665","czcA_2",90,1
"1666","dprA",90,1
"1667","group_6710",90,1
"1668","gadC_3",90,1
"1669","group_6712",90,1
"1670","group_6713",90,1
"1671","group_6714",90,1
"1672","group_6715",90,1
"1673","rapA_1",90,1
"1674","rlpA_2",90,1
"1675","hisF_2",90,1
"1676","pdhC",90,1
"1677","group_672",90,1
"1678","group_6720",90,1
"1679","pepP",90,1
"1680","mltD_1",90,1
"1681","rnhA",90,1
"1682","fliI",90,1
"1683","group_6725",90,1
"1684","group_6726",90,1
"1685","smg",90,1
"1686","hisS",90,1
"1687","rbn",90,1
"1688","nuoD",90,1
"1689","group_6730",90,1
"1690","mdtN_1",90,1
"1691","cydA_2",90,1
"1692","mdh_2",90,1
"1693","gbsA",90,1
"1694","radA",90,1
"1695","zwf",90,1
"1696","mneA",90,1
"1697","dam",90,1
"1698","group_6739",90,1
"1699","pdxJ",90,1
"1700","group_6741",90,1
"1701","ada",90,1
"1702","htrA",90,1
"1703","mutY",90,1
"1704","cca",90,1
"1705","proP_3",90,1
"1706","pgdA_1",90,1
"1707","group_6748",90,1
"1708","yohK",90,1
"1709","group_675",90,1
"1710","group_6750",90,1
"1711","group_6751",90,1
"1712","rtcB",90,1
"1713","group_6753",90,1
"1714","group_6754",90,1
"1715","proX",90,1
"1716","group_6756",90,1
"1717","group_6757",90,1
"1718","mshD_2",90,1
"1719","yabI",90,1
"1720","group_6760",90,1
"1721","group_6761",90,1
"1722","hutI",90,1
"1723","rsmA",90,1
"1724","group_6764",90,1
"1725","uvrC",90,1
"1726","ybgC",90,1
"1727","lolE",90,1
"1728","ybhF_2",90,1
"1729","group_6769",90,1
"1730","group_6770",90,1
"1731","group_6771",90,1
"1732","mltG",90,1
"1733","iolD",90,1
"1734","sodC",90,1
"1735","group_6775",90,1
"1736","group_6776",90,1
"1737","group_6777",90,1
"1738","pyrD",90,1
"1739","pgpA",90,1
"1740","recN",90,1
"1741","group_6780",90,1
"1742","group_6781",90,1
"1743","group_6782",90,1
"1744","nlhH",90,1
"1745","group_6784",90,1
"1746","fabZ_2",90,1
"1747","group_6786",90,1
"1748","oprM_3",90,1
"1749","group_6788",90,1
"1750","tsaD",90,1
"1751","tpm",90,1
"1752","aas",90,1
"1753","group_6791",90,1
"1754","coq7",90,1
"1755","group_6793",90,1
"1756","pbpC",90,1
"1757","yybR_2",90,1
"1758","group_6796",90,1
"1759","group_6797",90,1
"1760","udg",90,1
"1761","pykA",90,1
"1762","group_680",90,1
"1763","gor",90,1
"1764","group_6801",90,1
"1765","rpmD",90,1
"1766","htpX_2",90,1
"1767","recG",90,1
"1768","group_6805",90,1
"1769","ssb_1",90,1
"1770","baiA",90,1
"1771","rsgA",90,1
"1772","carA",90,1
"1773","lolD_2",90,1
"1774","ligA",90,1
"1775","group_6814",90,1
"1776","group_6815",90,1
"1777","group_6816",90,1
"1778","group_6817",90,1
"1779","group_6818",90,1
"1780","trpE",90,1
"1781","rna",90,1
"1782","yajR",90,1
"1783","umuD",90,1
"1784","group_6822",90,1
"1785","group_6823",90,1
"1786","group_6824",90,1
"1787","ribD",90,1
"1788","group_6826",90,1
"1789","group_6827",90,1
"1790","aroH_2",90,1
"1791","corA_1",90,1
"1792","metG",90,1
"1793","der",90,1
"1794","group_6831",90,1
"1795","yhaJ",90,1
"1796","group_6833",90,1
"1797","group_6834",90,1
"1798","group_6835",90,1
"1799","ybeT",90,1
"1800","group_6837",90,1
"1801","menG",90,1
"1802","group_6839",90,1
"1803","parB_2",90,1
"1804","group_6840",90,1
"1805","group_6841",90,1
"1806","group_6842",90,1
"1807","trxC",90,1
"1808","queE",90,1
"1809","fadJ",90,1
"1810","parB_1",90,1
"1811","mnmA",90,1
"1812","group_6848",90,1
"1813","purE",90,1
"1814","argO",90,1
"1815","yfiC",90,1
"1816","group_6851",90,1
"1817","group_6852",90,1
"1818","group_6855",90,1
"1819","ascD",90,1
"1820","group_6857",90,1
"1821","rclA",90,1
"1822","rbfA",90,1
"1823","group_686",90,1
"1824","pdhB_1",90,1
"1825","ucpA",90,1
"1826","group_6862",90,1
"1827","group_6863",90,1
"1828","mreD",90,1
"1829","group_6865",90,1
"1830","algC",90,1
"1831","rsmI",90,1
"1832","group_6868",90,1
"1833","mutH",90,1
"1834","cbpM",90,1
"1835","hemF",90,1
"1836","group_6871",90,1
"1837","cyaA_2",90,1
"1838","ysdC",90,1
"1839","infC",90,1
"1840","group_6875",90,1
"1841","group_6876",90,1
"1842","coaD",90,1
"1843","mepM_2",90,1
"1844","ndoR",90,1
"1845","ackA_1",90,1
"1846","miaA",90,1
"1847","dmpP",90,1
"1848","ribBA",90,1
"1849","mltB_1",90,1
"1850","ppa",90,1
"1851","smc_1",90,1
"1852","pepN_2",90,1
"1853","rlmL",90,1
"1854","purN",90,1
"1855","group_6889",90,1
"1856","group_689",90,1
"1857","group_6890",90,1
"1858","group_6891",90,1
"1859","xerC_1",90,1
"1860","group_6893",90,1
"1861","group_6894",90,1
"1862","thyA",90,1
"1863","purH",90,1
"1864","yceF",90,1
"1865","group_6898",90,1
"1866","oprM_2",90,1
"1867","group_690",90,1
"1868","sufD",90,1
"1869","purC",90,1
"1870","adeP",90,1
"1871","mmsB",90,1
"1872","group_6904",90,1
"1873","group_6905",90,1
"1874","eno",90,1
"1875","pmbA",90,1
"1876","group_6908",90,1
"1877","gabD1",90,1
"1878","gstB",90,1
"1879","davT",90,1
"1880","group_6912",90,1
"1881","group_6913",90,1
"1882","group_6914",90,1
"1883","efp",90,1
"1884","ybdK_1",90,1
"1885","lgoT",90,1
"1886","group_6918",90,1
"1887","epsE_2",90,1
"1888","sufT",90,1
"1889","mpl",90,1
"1890","bcr_2",90,1
"1891","ppiD",90,1
"1892","ybgI",90,1
"1893","group_6925",90,1
"1894","iscS",90,1
"1895","group_6927",90,1
"1896","argR",90,1
"1897","group_6929",90,1
"1898","metC",90,1
"1899","group_6931",90,1
"1900","group_6932",90,1
"1901","kmo",90,1
"1902","infB",90,1
"1903","holA",90,1
"1904","mdtL",90,1
"1905","alkB1",90,1
"1906","nhaS3",90,1
"1907","trmJ",90,1
"1908","menE",90,1
"1909","group_6940",90,1
"1910","group_6941",90,1
"1911","group_6942",90,1
"1912","fliY_2",90,1
"1913","group_6944",90,1
"1914","csrD",90,1
"1915","tmk",90,1
"1916","neuA",90,1
"1917","magA",90,1
"1918","dut",90,1
"1919","group_695",90,1
"1920","yceJ_2",90,1
"1921","pbuE",90,1
"1922","murU",90,1
"1923","sdhD",90,1
"1924","group_6954",90,1
"1925","group_6955",90,1
"1926","maeA_2",90,1
"1927","group_6957",90,1
"1928","group_6958",90,1
"1929","phaC_4",90,1
"1930","xcpV",90,1
"1931","rffG",90,1
"1932","group_6962",90,1
"1933","astD",90,1
"1934","sspB",90,1
"1935","hisC_1",90,1
"1936","gpsA",90,1
"1937","group_697",90,1
"1938","dtpA_4",90,1
"1939","ibpA",90,1
"1940","alx",90,1
"1941","group_703",90,1
"1942","niaR",90,1
"1943","phaC_1",90,1
"1944","sfmM2",90,1
"1945","proP_1",90,1
"1946","group_712",90,1
"1947","ampC",90,1
"1948","group_716",90,1
"1949","group_717",90,1
"1950","group_718",90,1
"1951","group_719",90,1
"1952","hypD",90,1
"1953","hypB",90,1
"1954","group_722",90,1
"1955","yrrB",90,1
"1956","trmL",90,1
"1957","group_725",90,1
"1958","fas6",90,1
"1959","group_728",90,1
"1960","group_729",90,1
"1961","pgl",90,1
"1962","group_731",90,1
"1963","group_734",90,1
"1964","htpX_1",90,1
"1965","group_737",90,1
"1966","estB",90,1
"1967","group_760",90,1
"1968","dagK",90,1
"1969","group_762",90,1
"1970","group_763",90,1
"1971","motB_2",90,1
"1972","group_765",90,1
"1973","cynR_3",90,1
"1974","crtK-2",90,1
"1975","group_772",90,1
"1976","xecE",90,1
"1977","group_774",90,1
"1978","ddaF",90,1
"1979","group_776",90,1
"1980","group_777",90,1
"1981","group_778",90,1
"1982","group_781",90,1
"1983","tgpA",90,1
"1984","group_783",90,1
"1985","group_784",90,1
"1986","group_785",90,1
"1987","tycC_2",90,1
"1988","acrC",90,1
"1989","group_788",90,1
"1990","bmrU",90,1
"1991","cpdA_2",90,1
"1992","group_791",90,1
"1993","group_792",90,1
"1994","group_793",90,1
"1995","group_80",90,1
"1996","group_805",90,1
"1997","vanX",90,1
"1998","group_807",90,1
"1999","mutM",90,1
"2000","group_809",90,1
"2001","argF",90,1
"2002","argG",90,1
"2003","fliY_1",90,1
"2004","group_814",90,1
"2005","group_815",90,1
"2006","yccU",90,1
"2007","arnT_2",90,1
"2008","deoB",90,1
"2009","mscL",90,1
"2010","group_824",90,1
"2011","group_825",90,1
"2012","aspC_2",90,1
"2013","group_827",90,1
"2014","group_828",90,1
"2015","sdeA_2",90,1
"2016","group_830",90,1
"2017","blaI",90,1
"2018","yheS_2",90,1
"2019","group_834",90,1
"2020","coaE_4",90,1
"2021","proA_2",90,1
"2022","group_837",90,1
"2023","group_838",90,1
"2024","group_839",90,1
"2025","merA",90,1
"2026","group_844",90,1
"2027","pdxH_3",90,1
"2028","pcpR_2",90,1
"2029","dgcE",90,1
"2030","yceI_1",90,1
"2031","iolC",90,1
"2032","group_854",90,1
"2033","yfhM",90,1
"2034","group_857",90,1
"2035","group_858",90,1
"2036","dhfrIII",90,1
"2037","pdxA",90,1
"2038","group_861",90,1
"2039","group_862",90,1
"2040","yhdG_2",90,1
"2041","group_865",90,1
"2042","group_866",90,1
"2043","kaiC",90,1
"2044","group_878",90,1
"2045","tgt_2",90,1
"2046","uup",90,1
"2047","proC",90,1
"2048","aofH",90,1
"2049","group_883",90,1
"2050","group_884",90,1
"2051","pdeL",90,1
"2052","group_886",90,1
"2053","sdeA_7",90,1
"2054","group_888",90,1
"2055","ohrA",90,1
"2056","group_896",90,1
"2057","group_897",90,1
"2058","group_898",90,1
"2059","potD",90,1
"2060","group_906",90,1
"2061","cfa",90,1
"2062","cyaA_4",90,1
"2063","dmlR_2",90,1
"2064","pncA",90,1
"2065","corA_2",90,1
"2066","group_912",90,1
"2067","group_913",90,1
"2068","group_914",90,1
"2069","group_915",90,1
"2070","cypB",90,1
"2071","group_917",90,1
"2072","pgi",90,1
"2073","group_946",90,1
"2074","yejM",90,1
"2075","srkA_1",90,1
"2076","mutT",90,1
"2077","group_1092",90,1
"2078","lapA",89,0
"2079","rpsA",90,1
"2080","group_1102",90,1
"2081","group_1104",90,1
"2082","group_1112",90,1
"2083","acdS",90,1
"2084","accD",89,0
"2085","group_1134",90,1
"2086","group_1137",90,1
"2087","slt",90,1
"2088","groL",90,1
"2089","ankX_1",90,1
"2090","wbbL_1",90,1
"2091","pabA",90,1
"2092","group_1232",89,0
"2093","group_1240",90,1
"2094","group_1241",89,0
"2095","group_1267",89,0
"2096","group_1271",90,1
"2097","ubiH",90,1
"2098","group_1298",90,1
"2099","group_1309",90,1
"2100","group_1310",90,1
"2101","group_1318",90,1
"2102","lpxB_2",90,1
"2103","group_1323",90,1
"2104","group_1324",90,1
"2105","group_1330",90,1
"2106","group_1333",90,1
"2107","group_1334",90,1
"2108","tatB",90,1
"2109","group_1360",90,1
"2110","recX",90,1
"2111","flhB_1",90,1
"2112","group_1392",90,1
"2113","group_1393",90,1
"2114","hemC",90,1
"2115","group_1419",90,1
"2116","group_143",90,1
"2117","group_1430",90,1
"2118","group_1441",90,1
"2119","group_1462",90,1
"2120","ompR",90,1
"2121","tpiA",90,1
"2122","iolS",90,1
"2123","group_1528",90,1
"2124","group_1531",90,1
"2125","group_1532",90,1
"2126","arcB_2",90,1
"2127","group_1538",90,1
"2128","tycC_1",90,1
"2129","group_1542",90,1
"2130","kup_2",90,1
"2131","pcpR_1",90,1
"2132","group_1560",90,1
"2133","group_1561",90,1
"2134","madC",90,1
"2135","mdcG",90,1
"2136","baeC",90,1
"2137","group_1567",90,1
"2138","group_1569",90,1
"2139","group_1577",90,1
"2140","group_1590",90,1
"2141","group_1595",89,0
"2142","cspD",90,1
"2143","group_1616",90,1
"2144","group_1620",90,1
"2145","group_1621",90,1
"2146","dnaG",90,1
"2147","murI",90,1
"2148","group_1683",90,1
"2149","group_1707",90,1
"2150","group_1708",90,1
"2151","group_1713",90,1
"2152","group_1718",90,1
"2153","group_1721",90,1
"2154","group_1738",90,1
"2155","group_1746",90,1
"2156","group_1748",90,1
"2157","group_1750",90,1
"2158","fkbM",89,0
"2159","group_1756",90,1
"2160","group_1757",90,1
"2161","copA_2",90,1
"2162","group_1771",90,1
"2163","group_1779",90,1
"2164","group_1786",90,1
"2165","group_1787",90,1
"2166","group_1800",90,1
"2167","def_3",90,1
"2168","group_1818",90,1
"2169","group_1826",90,1
"2170","group_1828",90,1
"2171","group_1829",90,1
"2172","group_1830",90,1
"2173","pheA_1",90,1
"2174","group_1834",90,1
"2175","copA_3",90,1
"2176","group_1850",90,1
"2177","group_1852",90,1
"2178","proB",90,1
"2179","bpoC",90,1
"2180","group_1887",90,1
"2181","czcC_3",90,1
"2182","group_1892",90,1
"2183","group_1893",90,1
"2184","phaC_5",90,1
"2185","tam_3",90,1
"2186","group_1919",90,1
"2187","group_1940",90,1
"2188","udk_3",90,1
"2189","pflA",89,0
"2190","atm1",90,1
"2191","group_1952",90,1
"2192","group_1953",90,1
"2193","group_1954",90,1
"2194","group_1955",90,1
"2195","group_1960",90,1
"2196","group_1966",90,1
"2197","guaD_2",90,1
"2198","mmcO",90,1
"2199","cqsS_2",90,1
"2200","group_1986",90,1
"2201","group_1987",90,1
"2202","group_1988",90,1
"2203","group_1996",90,1
"2204","dacB_1",90,1
"2205","aidB",90,1
"2206","group_2329",89,0
"2207","uspA2_1",90,1
"2208","rubA1",90,1
"2209","group_2362",90,1
"2210","group_2367",89,0
"2211","group_2369",90,1
"2212","ybeZ",90,1
"2213","cdd",90,1
"2214","group_2373",90,1
"2215","group_2374",90,1
"2216","group_2375",90,1
"2217","group_2377",90,1
"2218","group_2378",90,1
"2219","group_2379",90,1
"2220","hisD",90,1
"2221","rpmE",90,1
"2222","group_2384",90,1
"2223","group_2385",90,1
"2224","rimO",90,1
"2225","group_2388",89,0
"2226","group_2389",90,1
"2227","group_2395",90,1
"2228","group_2400",89,0
"2229","lolD_1",90,1
"2230","group_2403",90,1
"2231","group_2422",90,1
"2232","group_2423",90,1
"2233","cdgJ_1",90,1
"2234","group_2425",89,0
"2235","polA",89,0
"2236","artJ_2",90,1
"2237","group_2429",90,1
"2238","pagP",90,1
"2239","rnpA",90,1
"2240","atpH",90,1
"2241","lpxD_1",90,1
"2242","group_2451",90,1
"2243","group_2452",90,1
"2244","group_2453",90,1
"2245","group_2455",90,1
"2246","group_2456",90,1
"2247","group_2461",90,1
"2248","group_2462",90,1
"2249","lpxK",90,1
"2250","hemB",90,1
"2251","group_2466",90,1
"2252","group_2467",90,1
"2253","lacG",90,1
"2254","minD",90,1
"2255","group_2470",90,1
"2256","acn_1",90,1
"2257","group_2472",90,1
"2258","cqsS_1",90,1
"2259","nemA",90,1
"2260","group_2475",90,1
"2261","group_2477",90,1
"2262","group_2479",90,1
"2263","feoB",90,1
"2264","group_2486",90,1
"2265","pncC_2",90,1
"2266","group_2490",90,1
"2267","group_2491",90,1
"2268","ycdF",90,1
"2269","group_2497",90,1
"2270","group_2499",90,1
"2271","ipuC",90,1
"2272","upp",89,0
"2273","bcr_1",90,1
"2274","esiB_2",90,1
"2275","yeaW",90,1
"2276","group_2510",90,1
"2277","cynT",90,1
"2278","group_2517",90,1
