"","geneNames","geneCounts","NC"
"2279","ahcY_1",90,1
"2280","group_2522",90,1
"2281","group_2523",90,1
"2282","puuB",89,0
"2283","aacA4_1",90,1
"2284","group_2535",90,1
"2285","group_2536",90,1
"2286","group_2537",90,1
"2287","group_2538",90,1
"2288","group_2541",90,1
"2289","group_2542",90,1
"2290","group_2543",90,1
"2291","madA",90,1
"2292","citG",90,1
"2293","phoA",90,1
"2294","group_2550",90,1
"2295","group_2551",90,1
"2296","group_2552",90,1
"2297","group_2553",90,1
"2298","group_2554",90,1
"2299","chbG",90,1
"2300","group_2560",90,1
"2301","ogt",90,1
"2302","dgcC_2",90,1
"2303","group_2563",90,1
"2304","rplQ",90,1
"2305","pilT_1",90,1
"2306","group_2593",90,1
"2307","group_2665",90,1
"2308","yfdE",90,1
"2309","cynR_2",90,1
"2310","group_2670",90,1
"2311","group_2671",90,1
"2312","group_2672",90,1
"2313","group_2682",90,1
"2314","hipA",90,1
"2315","dltC_2",90,1
"2316","group_2697",90,1
"2317","group_2698",90,1
"2318","group_2699",90,1
"2319","group_2750",90,1
"2320","fosA",90,1
"2321","srkA_5",90,1
"2322","group_2754",90,1
"2323","cdsA",90,1
"2324","group_2758",90,1
"2325","group_2759",90,1
"2326","cymR",90,1
"2327","sufC",90,1
"2328","group_2762",90,1
"2329","group_2764",90,1
"2330","gudP_2",89,0
"2331","group_2771",90,1
"2332","group_2772",90,1
"2333","group_2773",90,1
"2334","group_2775",90,1
"2335","group_2776",90,1
"2336","group_2777",90,1
"2337","group_2778",90,1
"2338","fabH_3",90,1
"2339","oleD",90,1
"2340","ahlD",90,1
"2341","rutD",90,1
"2342","truD",90,1
"2343","group_2787",89,0
"2344","csrA_4",89,0
"2345","group_2790",90,1
"2346","ttgC",90,1
"2347","group_2792",90,1
"2348","group_2793",90,1
"2349","mscK",90,1
"2350","group_2799",90,1
"2351","group_2804",90,1
"2352","group_2805",90,1
"2353","group_2807",90,1
"2354","group_2808",90,1
"2355","queA",89,0
"2356","group_2819",90,1
"2357","group_2821",90,1
"2358","group_2822",90,1
"2359","group_2824",90,1
"2360","group_2832",90,1
"2361","group_2833",90,1
"2362","group_2836",90,1
"2363","yfbR",90,1
"2364","group_2838",90,1
"2365","group_2840",90,1
"2366","fusA",90,1
"2367","group_2843",89,0
"2368","group_2845",90,1
"2369","pksJ",90,1
"2370","group_304",90,1
"2371","lpxA_1",90,1
"2372","group_36",90,1
"2373","group_361",90,1
"2374","hypF",90,1
"2375","group_379",90,1
"2376","group_380",90,1
"2377","hemL",90,1
"2378","group_403",90,1
"2379","group_412",90,1
"2380","group_417",90,1
"2381","group_425",90,1
"2382","ankX_2",90,1
"2383","group_435",90,1
"2384","group_445",90,1
"2385","ylxH",90,1
"2386","aacA4_4",90,1
"2387","madD",90,1
"2388","group_524",90,1
"2389","group_532",90,1
"2390","group_533",90,1
"2391","rlmD",90,1
"2392","hsrA",90,1
"2393","group_537",90,1
"2394","aroA",90,1
"2395","leuS",90,1
"2396","group_560",90,1
"2397","iucC",90,1
"2398","group_571",90,1
"2399","bphD",90,1
"2400","group_583",90,1
"2401","group_596",89,0
"2402","group_600",90,1
"2403","cph2_2",90,1
"2404","group_621",90,1
"2405","group_624",90,1
"2406","glpQ",89,0
"2407","yheS_1",90,1
"2408","astB",90,1
"2409","group_654",90,1
"2410","group_674",90,1
"2411","group_681",89,0
"2412","group_691",90,1
"2413","group_696",90,1
"2414","ycgJ",89,0
"2415","dmlR_1",90,1
"2416","group_710",90,1
"2417","ampC_2",90,1
"2418","group_715",90,1
"2419","group_726",90,1
"2420","group_732",90,1
"2421","group_733",90,1
"2422","group_735",90,1
"2423","yveA_2",90,1
"2424","group_779",90,1
"2425","group_810",90,1
"2426","group_831",90,1
"2427","artJ_4",90,1
"2428","nudL",89,0
"2429","tolA",90,1
"2430","group_869",90,1
"2431","guaD_1",89,0
"2432","group_889",90,1
"2433","hyuA",90,1
"2434","group_1081",90,1
"2435","group_1114",90,1
"2436","epsM",90,1
"2437","group_121",90,1
"2438","group_1229",90,1
"2439","group_1246",89,0
"2440","group_1285",90,1
"2441","aroH_1",90,1
"2442","group_1288",90,1
"2443","group_1299",90,1
"2444","lpxL_2",90,1
"2445","group_1329",90,1
"2446","group_1362",90,1
"2447","group_1498",89,0
"2448","group_1501",90,1
"2449","group_1518",90,1
"2450","cas1",90,1
"2451","group_1524",90,1
"2452","dauA_2",90,1
"2453","nhaA_1",90,1
"2454","uspE",90,1
"2455","ytlP",90,1
"2456","group_162",89,0
"2457","group_1665",89,0
"2458","group_1678",89,0
"2459","prtC",90,1
"2460","group_1749",90,1
"2461","group_1755",90,1
"2462","group_1758",90,1
"2463","group_1760",90,1
"2464","group_1761",90,1
"2465","group_1762",90,1
"2466","group_1764",90,1
"2467","group_1766",90,1
"2468","group_1768",90,1
"2469","ackA_2",90,1
"2470","group_1774",89,0
"2471","group_1822",90,1
"2472","sdeA_3",90,1
"2473","group_1847",90,1
"2474","mdlC",90,1
"2475","group_1885",90,1
"2476","sdeA_5",90,1
"2477","group_1909",89,0
"2478","artJ_5",89,0
"2479","group_192",89,0
"2480","group_1924",90,1
"2481","group_1925",90,1
"2482","group_1926",90,1
"2483","group_1957",89,0
"2484","xerC_3",90,1
"2485","group_1962",90,1
"2486","group_1972",90,1
"2487","group_1981",90,1
"2488","group_1984",90,1
"2489","epsE_1",90,1
"2490","group_230",89,0
"2491","group_2361",90,1
"2492","group_2363",90,1
"2493","group_2366",89,0
"2494","cpxA",90,1
"2495","group_2380",90,1
"2496","group_2381",90,1
"2497","group_2387",90,1
"2498","group_2390",89,0
"2499","group_2398",89,0
"2500","group_2431",90,1
"2501","ydeN",90,1
"2502","group_2434",90,1
"2503","yhcG_1",90,1
"2504","group_2441",90,1
"2505","group_2442",90,1
"2506","asnO",90,1
"2507","group_2444",90,1
"2508","group_2445",90,1
"2509","pglK",90,1
"2510","group_2447",90,1
"2511","group_2449",90,1
"2512","lpxL_1",90,1
"2513","group_2454",90,1
"2514","dgcC_1",90,1
"2515","group_2465",90,1
"2516","group_2476",90,1
"2517","group_2478",89,0
"2518","group_2480",90,1
"2519","group_2481",90,1
"2520","group_2482",90,1
"2521","group_2483",90,1
"2522","hmo",90,1
"2523","pth",90,1
"2524","guaC",90,1
"2525","group_2493",90,1
"2526","group_2495",90,1
"2527","group_2498",90,1
"2528","fabH1",90,1
"2529","group_2511",90,1
"2530","hspA",90,1
"2531","group_2519",90,1
"2532","group_2520",90,1
"2533","ehpR",90,1
"2534","group_2532",90,1
"2535","group_2533",90,1
"2536","group_2539",90,1
"2537","group_2540",90,1
"2538","gltR",90,1
"2539","aspC_1",90,1
"2540","proP_2",90,1
"2541","group_2556",90,1
"2542","hrp1_2",90,1
"2543","group_2559",90,1
"2544","pilY1",89,0
"2545","sdeA_8",90,1
"2546","group_2666",90,1
"2547","group_2668",90,1
"2548","norV",90,1
"2549","group_2674",90,1
"2550","mrr",90,1
"2551","group_2679",89,0
"2552","group_2680",89,0
"2553","group_2681",89,0
"2554","group_2687",90,1
"2555","group_2689",90,1
"2556","group_2692",90,1
"2557","group_2693",90,1
"2558","group_2694",90,1
"2559","group_2695",90,1
"2560","group_2696",90,1
"2561","group_2700",90,1
"2562","intS_2",90,1
"2563","group_2702",90,1
"2564","group_2703",90,1
"2565","group_2704",90,1
"2566","group_2705",90,1
"2567","proP_5",90,1
"2568","group_2707",90,1
"2569","group_2708",90,1
"2570","csrA_3",90,1
"2571","group_2710",90,1
"2572","group_2711",90,1
"2573","group_2712",90,1
"2574","group_2713",90,1
"2575","group_2714",90,1
"2576","group_2715",90,1
"2577","group_2716",90,1
"2578","group_2717",90,1
"2579","group_2718",90,1
"2580","group_2719",90,1
"2581","group_2720",90,1
"2582","group_2721",90,1
"2583","group_2722",90,1
"2584","group_2723",90,1
"2585","czcC_2",90,1
"2586","cusB",90,1
"2587","group_2726",90,1
"2588","deoA",90,1
"2589","prs_1",90,1
"2590","group_2729",90,1
"2591","group_2730",90,1
"2592","czcC_1",90,1
"2593","czcB_2",90,1
"2594","group_2733",90,1
"2595","cadA",90,1
"2596","group_2735",90,1
"2597","group_2736",90,1
"2598","phaC_3",90,1
"2599","pta_2",90,1
"2600","fabI_2",90,1
"2601","phaB_1",90,1
"2602","capB_2",90,1
"2603","group_2742",90,1
"2604","group_2743",90,1
"2605","aacA4_3",90,1
"2606","group_2745",90,1
"2607","ssb_2",90,1
"2608","group_2747",90,1
"2609","group_2748",90,1
"2610","group_2749",90,1
"2611","group_2751",89,0
"2612","group_2755",90,1
"2613","group_2756",90,1
"2614","group_2763",90,1
"2615","group_2767",90,1
"2616","group_2769",90,1
"2617","dnaJ1",90,1
"2618","group_2774",90,1
"2619","group_2784",90,1
"2620","exuT_2",89,0
"2621","doeB",89,0
"2622","group_2789",90,1
"2623","group_2795",90,1
"2624","group_2796",90,1
"2625","group_2798",89,0
"2626","group_2801",90,1
"2627","group_2802",90,1
"2628","group_2809",90,1
"2629","msrB",90,1
"2630","group_2817",90,1
"2631","group_2820",88,0
"2632","group_2823",90,1
"2633","group_2825",89,0
"2634","prlF",90,1
"2635","yhaV",90,1
"2636","group_2829",90,1
"2637","group_2831",90,1
"2638","group_2834",90,1
"2639","group_2835",90,1
"2640","group_2839",90,1
"2641","nagL",90,1
"2642","group_2844",90,1
"2643","group_305",89,0
"2644","patA_1",89,0
"2645","tnpA",90,1
"2646","group_325",90,1
"2647","phrB",90,1
"2648","yedI",90,1
"2649","czcA_1",90,1
"2650","group_416",90,1
"2651","hutU",90,1
"2652","group_617",90,1
"2653","group_6266",90,1
"2654","group_6697",90,1
"2655","group_698",90,1
"2656","group_708",90,1
"2657","group_769",90,1
"2658","hsdR",90,1
"2659","def_2",90,1
"2660","group_797",90,1
"2661","group_799",90,1
"2662","group_801",90,1
"2663","cusA",90,1
"2664","group_804",90,1
"2665","group_842",90,1
"2666","group_851",90,1
"2667","group_870",90,1
"2668","group_871",90,1
"2669","group_873",90,1
"2670","group_900",90,1
"2671","group_902",90,1
"2672","cyaA_1",89,0
"2673","group_1123",89,0
"2674","bacD",90,1
"2675","group_1287",90,1
"2676","aseR",89,0
"2677","group_1443",89,0
"2678","group_1483",90,1
"2679","rgy",90,1
"2680","group_1549",90,1
"2681","nifL",89,0
"2682","group_160",87,0
"2683","group_164",89,0
"2684","group_1685",89,0
"2685","group_1686",89,0
"2686","group_1690",89,0
"2687","group_1691",89,0
"2688","group_1692",89,0
"2689","group_1696",89,0
"2690","vioD",89,0
"2691","yddE_3",89,0
"2692","group_1838",89,0
"2693","group_1878",88,0
"2694","group_1916",90,1
"2695","pgmB",89,0
"2696","group_1929",89,0
"2697","group_229",88,0
"2698","hlyD",89,0
"2699","group_2364",89,0
"2700","group_2365",88,0
"2701","group_2401",90,1
"2702","group_2433",90,1
"2703","hin_2",90,1
"2704","group_2459",90,1
"2705","pepA_1",89,0
"2706","group_249",89,0
"2707","group_2494",90,1
"2708","cas5d",90,1
"2709","group_2504",90,1
"2710","cas2",90,1
"2711","group_2512",90,1
"2712","group_2513",90,1
"2713","group_2516",90,1
"2714","ctpF",90,1
"2715","coaE_2",90,1
"2716","group_2558",90,1
"2717","group_2592",90,1
"2718","vjbR",89,0
"2719","group_2664",90,1
"2720","group_2677",90,1
"2721","group_2678",90,1
"2722","pilE1_2",89,0
"2723","pilE1_1",89,0
"2724","bolA",89,0
"2725","group_2688",90,1
"2726","group_2766",90,1
"2727","group_2803",89,0
"2728","group_2806",89,0
"2729","group_2818",89,0
"2730","group_2847",89,0
"2731","group_2848",89,0
"2732","group_2849",89,0
"2733","group_2850",89,0
"2734","group_2851",89,0
"2735","group_2853",89,0
"2736","group_302",90,1
"2737","dusC",90,1
"2738","group_366",89,0
"2739","group_3883",90,1
"2740","group_431",88,0
"2741","group_446",89,0
"2742","group_634",90,1
"2743","group_701",90,1
"2744","group_850",89,0
"2745","group_872",90,1
"2746","group_874",90,1
"2747","group_876",89,0
"2748","group_1093",89,0
"2749","fabG1",89,0
"2750","group_1689",89,0
"2751","group_1693",89,0
"2752","cphA_2",89,0
"2753","group_1723",90,1
"2754","group_1921",90,1
"2755","group_1923",90,1
"2756","group_1927",90,1
"2757","group_1961",89,0
"2758","cph2_3",88,0
"2759","group_2368",88,0
"2760","blh",88,0
"2761","hin_1",90,1
"2762","group_2501",90,1
"2763","barA",89,0
"2764","group_2595",89,0
"2765","proP_4",89,0
"2766","catD",89,0
"2767","tylM1",89,0
"2768","group_260",88,0
"2769","group_2600",89,0
"2770","group_2601",89,0
"2771","group_2602",89,0
"2772","aacA4_2",89,0
"2773","group_2604",89,0
"2774","group_2605",89,0
"2775","group_2606",89,0
"2776","group_2607",89,0
"2777","oatA_4",89,0
"2778","srkA_4",89,0
"2779","fabG_3",89,0
"2780","dpnM",89,0
"2781","proA_1",89,0
"2782","group_2613",89,0
"2783","group_2614",89,0
"2784","group_2615",89,0
"2785","aroK_2",89,0
"2786","fes",89,0
"2787","group_2618",89,0
"2788","cpo",89,0
"2789","mta_1",89,0
"2790","group_2621",89,0
"2791","group_2622",89,0
"2792","wecD",89,0
"2793","coaE_3",89,0
"2794","group_2625",89,0
"2795","group_2626",89,0
"2796","pdxH_1",89,0
"2797","group_2628",89,0
"2798","csrA2",89,0
"2799","group_2631",89,0
"2800","group_2632",89,0
"2801","group_2633",89,0
"2802","group_2634",89,0
"2803","group_2635",89,0
"2804","group_2636",89,0
"2805","group_2637",89,0
"2806","group_2638",89,0
"2807","group_2639",89,0
"2808","group_2640",89,0
"2809","group_2641",89,0
"2810","group_2642",89,0
"2811","group_2643",89,0
"2812","group_2644",89,0
"2813","group_2645",89,0
"2814","group_2646",89,0
"2815","group_2647",89,0
"2816","group_2648",89,0
"2817","group_2649",89,0
"2818","rcsA",89,0
"2819","dap",89,0
"2820","group_2652",89,0
"2821","group_2653",89,0
"2822","group_2654",89,0
"2823","group_2656",89,0
"2824","group_2657",89,0
"2825","group_2658",89,0
"2826","group_2659",89,0
"2827","group_2660",89,0
"2828","group_2661",89,0
"2829","group_2662",89,0
"2830","cysC",89,0
"2831","group_2686",90,1
"2832","group_2768",89,0
"2833","group_2794",88,0
"2834","group_2810",90,1
"2835","group_2813",89,0
"2836","group_2826",89,0
"2837","group_2830",90,1
"2838","lpoA",90,1
"2839","group_368",88,0
"2840","gdhIV",90,1
"2841","adhc1",90,1
"2842","araC",89,0
"2843","drrA_2",89,0
"2844","chiD",89,0
"2845","group_1688",88,0
"2846","group_1695",88,0
"2847","group_1773",88,0
"2848","group_1823",88,0
"2849","group_183",90,1
"2850","group_1896",87,0
"2851","group_1932",89,0
"2852","group_1991",90,1
"2853","birA",86,0
"2854","group_2591",90,1
"2855","yhcG_2",88,0
"2856","hcl",87,0
"2857","yafP",89,0
"2858","pilQ",88,0
"2859","group_413",87,0
"2860","cmpR",88,0
"2861","group_170",87,0
"2862","group_1730",89,0
"2863","group_2629",88,0
"2864","group_2800",90,1
"2865","group_2814",89,0
"2866","rimI",89,0
"2867","group_693",89,0
"2868","group_140",87,0
"2869","aroE",89,0
"2870","group_1726",88,0
"2871","hin_3",88,0
"2872","group_2305",87,0
"2873","group_2399",90,1
"2874","group_240",87,0
"2875","group_440",90,1
"2876","group_1729",88,0
"2877","group_184",87,0
"2878","stkP",87,0
"2879","group_2815",89,0
"2880","group_2846",87,0
"2881","czcB_3",88,0
"2882","group_458",86,0
"2883","group_1",90,1
"2884","group_222",88,0
"2885","group_2676",87,0
"2886","group_345",85,0
"2887","mmgB",86,0
"2888","yceJ_1",87,0
"2889","group_922",89,0
"2890","group_114",85,0
"2891","ftsA_1",84,0
"2892","group_2812",87,0
"2893","alr",87,0
"2894","group_1405",83,0
"2895","group_1547",89,0
"2896","epsF_1",84,0
"2897","cph2_1",87,0
"2898","group_2526",89,0
"2899","group_349",83,0
"2900","group_1546",89,0
"2901","group_1728",84,0
"2902","group_242",87,0
"2903","group_2525",89,0
"2904","group_2527",89,0
"2905","group_2528",89,0
"2906","group_395",86,0
"2907","group_463",87,0
"2908","nnr_2",88,0
"2909","group_1732",87,0
"2910","group_2529",89,0
"2911","group_766",87,0
"2912","group_895",87,0
"2913","group_2376",86,0
"2914","group_2524",87,0
"2915","group_461",82,0
"2916","group_245",84,0
"2917","group_393",80,0
"2918","group_352",82,0
"2919","wbbL_2",77,0
"2920","group_182",83,0
"2921","xerC_2",77,0
"2922","gacA",64,0
"2923","group_2003",83,0
"2924","alkA",83,0
"2925","group_2876",83,0
"2926","group_2877",83,0
"2927","group_2878",83,0
"2928","acn_2",83,0
"2929","mimB",83,0
"2930","group_1253",82,0
"2931","ygiD",82,0
"2932","sdcS_2",82,0
"2933","group_932",82,0
"2934","argE_1",82,0
"2935","group_939",82,0
"2936","yqjG_2",82,0
"2937","group_2882",82,0
"2938","group_472",82,0
"2939","group_2880",80,0
"2940","group_2008",79,0
"2941","levS",72,0
"2942","group_2006",80,0
"2943","group_1629",85,0
"2944","group_1636",85,0
"2945","group_1637",85,0
"2946","group_2566",85,0
"2947","group_2568",85,0
"2948","group_2573",85,0
"2949","wbpA",85,0
"2950","rfbB_2",85,0
"2951","glgM",85,0
"2952","bepA_2",85,0
"2953","copA_1",85,0
"2954","group_746",85,0
"2955","icaA",85,0
"2956","group_749",85,0
"2957","mscS",84,0
"2958","group_1631",84,0
"2959","group_2565",84,0
"2960","group_1639",81,0
"2961","group_1641",81,0
"2962","group_2569",79,0
"2963","group_107",80,0
"2964","group_110",80,0
"2965","adh",79,0
"2966","group_1645",79,0
"2967","group_1646",80,0
"2968","group_1647",80,0
"2969","group_1648",80,0
"2970","group_179",80,0
"2971","traI_1",79,0
"2972","csrA_2",80,0
"2973","lexA_2",80,0
"2974","dpnA",80,0
"2975","group_2587",80,0
"2976","group_2588",80,0
"2977","traG",79,0
"2978","group_6561",80,0
"2979","traM",78,0
"2980","traC_1",79,0
"2981","ptlH",80,0
"2982","group_758",80,0
"2983","group_759",80,0
"2984","traK_1",77,0
"2985","traL",77,0
"2986","group_2581",79,0
"2987","group_753",78,0
"2988","group_81",78,0
"2989","traD_1",78,0
"2990","virB4_2",78,0
"2991","ptlG",77,0
"2992","group_1634",75,0
"2993","group_173",78,0
"2994","group_2580",76,0
"2995","group_2582",78,0
"2996","group_744",76,0
"2997","traJ",76,0
"2998","group_2571",73,0
"2999","group_2589",76,0
"3000","tuf1",57,0
"3001","group_68",69,0
"3002","fadD3",48,0
"3003","group_2903",59,0
"3004","group_937",59,0
"3005","nhaA_2",57,0
"3006","des",56,0
"3007","group_1191",37,0
"3008","group_1277",37,0
"3009","group_1278",37,0
"3010","group_2430",37,0
"3011","cat",37,0
"3012","group_312",37,0
"3013","srkA_2",37,0
"3014","group_1205",37,0
"3015","group_2391",37,0
"3016","group_2393",37,0
"3017","tehB_1",37,0
"3018","group_2427",37,0
"3019","group_2436",37,0
"3020","group_1409",37,0
"3021","tagO",36,0
"3022","rfbB_1",34,0
"3023","group_148",62,0
"3024","group_473",60,0
"3025","group_474",60,0
"3026","group_109",57,0
"3027","group_123",32,0
"3028","group_2567",54,0
"3029","virB4_1",55,0
"3030","group_739",53,0
"3031","group_2902",45,0
"3032","group_1992",53,0
"3033","group_2855",53,0
"3034","group_921",53,0
"3035","group_1994",53,0
"3036","group_1995",53,0
"3037","group_2854",53,0
"3038","group_2856",53,0
"3039","group_2860",53,0
"3040","menG_1",53,0
"3041","btrN",53,0
"3042","group_940",46,0
"3043","group_2015",45,0
"3044","group_2017",45,0
"3045","group_2857",53,0
"3046","group_2858",53,0
"3047","group_2859",53,0
"3048","group_2861",53,0
"3049","group_2904",45,0
"3050","group_2905",45,0
"3051","group_2908",45,0
"3052","group_2909",45,0
"3053","group_2910",45,0
"3054","traM_2",45,0
"3055","traL_2",45,0
"3056","traK_3",45,0
"3057","group_466",53,0
"3058","group_941",45,0
"3059","group_1993",51,0
"3060","group_2019",45,0
"3061","group_933",44,0
"3062","group_2016",45,0
"3063","group_2906",45,0
"3064","group_2907",45,0
"3065","dtpA_5",45,0
"3066","group_918",51,0
"3067","group_2405",36,0
"3068","intQ",36,0
"3069","group_83",47,0
"3070","group_1252",38,0
"3071","group_167",38,0
"3072","group_614",38,0
"3073","group_181",46,0
"3074","group_112",44,0
"3075","group_479",45,0
"3076","group_27",35,0
"3077","group_46",35,0
"3078","group_635",35,0
"3079","group_2404",35,0
"3080","group_267",42,0
"3081","group_39",37,0
"3082","group_2010",31,0
"3083","group_475",31,0
"3084","group_2889",31,0
"3085","virD4",32,0
"3086","group_75",34,0
"3087","group_128",34,0
"3088","group_2009",32,0
"3089","group_277",34,0
"3090","group_2883",32,0
"3091","group_2885",32,0
"3092","group_2886",32,0
"3093","lexA_1",31,0
"3094","group_2891",31,0
"3095","group_2892",31,0
"3096","speG",31,0
"3097","virB6",34,0
"3098","group_484",34,0
"3099","recD2",34,0
"3100","group_2884",32,0
"3101","group_2919",34,0
"3102","group_6562",30,0
"3103","group_950",34,0
"3104","group_2887",31,0
"3105","group_2894",30,0
"3106","ptlE",33,0
"3107","group_482",31,0
"3108","traG_1",31,0
"3109","virB9",33,0
"3110","group_280",33,0
"3111","group_2888",29,0
"3112","group_6806",30,0
"3113","group_178",28,0
"3114","group_2018",31,0
"3115","group_136",37,0
"3116","ptlG_1",28,0
"3117","group_2012",35,0
"3118","group_271",35,0
"3119","group_2895",35,0
"3120","group_2896",35,0
"3121","group_2897",35,0
"3122","traK_2",35,0
"3123","group_2899",35,0
"3124","group_2901",35,0
"3125","group_2931",33,0
"3126","group_486",33,0
"3127","group_755",27,0
"3128","csrA2_1",32,0
"3129","group_483",31,0
"3130","group_485",31,0
"3131","group_156",31,0
"3132","group_134",23,0
"3133","group_274",31,0
"3134","tadA_2",31,0
"3135","group_949",30,0
"3136","group_2002",33,0
"3137","intS_1",34,0
"3138","group_2024",27,0
"3139","dprA_1",27,0
"3140","group_2929",27,0
"3141","group_2028",26,0
"3142","group_2934",27,0
"3143","group_951",27,0
"3144","traJ_1",39,0
"3145","umuC_2",25,0
"3146","group_6854",31,0
"3147","group_952",25,0
"3148","group_2950",25,0
"3149","traI_2",23,0
"3150","group_1007",23,0
"3151","group_1008",23,0
"3152","group_1009",23,0
"3153","group_1010",23,0
"3154","traD_2",23,0
"3155","hin_5",23,0
"3156","group_2153",23,0
"3157","group_2154",23,0
"3158","csrA_5",23,0
"3159","ylpA",23,0
"3160","group_2157",23,0
"3161","group_2158",23,0
"3162","group_2161",23,0
"3163","group_284",23,0
"3164","group_3234",23,0
"3165","group_3247",23,0
"3166","group_3248",23,0
"3167","rizA",23,0
"3168","ttuC",23,0
"3169","group_3252",23,0
"3170","group_3253",23,0
"3171","group_3254",23,0
"3172","group_3255",23,0
"3173","group_3256",23,0
"3174","group_3257",23,0
"3175","group_3258",23,0
"3176","traC_2",23,0
"3177","group_2147",24,0
"3178","group_2148",24,0
"3179","soj_2",23,0
"3180","traC_3",23,0
"3181","group_2160",23,0
"3182","group_3238",23,0
"3183","group_3239",23,0
"3184","group_3250",23,0
"3185","group_3259",23,0
"3186","group_3260",22,0
"3187","group_1006",22,0
"3188","group_105",10,0
"3189","group_2149",23,0
"3190","group_3241",23,0
"3191","group_3240",23,0
"3192","group_2935",25,0
"3193","group_2949",22,0
"3194","umuD_2",18,0
"3195","group_3155",23,0
"3196","group_2025",22,0
"3197","group_2026",22,0
"3198","group_2027",22,0
"3199","group_2029",22,0
"3200","group_2936",22,0
"3201","group_2938",22,0
"3202","group_2939",22,0
"3203","group_2940",22,0
"3204","group_2941",22,0
"3205","group_2942",22,0
"3206","group_2943",22,0
"3207","group_2944",22,0
"3208","group_2945",22,0
"3209","group_2946",22,0
"3210","group_2947",22,0
"3211","group_2948",22,0
"3212","group_3154",23,0
"3213","group_272",18,0
"3214","group_2937",22,0
"3215","group_945",30,0
"3216","group_186",26,0
"3217","group_317",23,0
"3218","group_954",22,0
"3219","group_2005",10,0
"3220","group_28",13,0
"3221","virB8",13,0
"3222","group_496",20,0
"3223","group_1257",12,0
"3224","group_130",12,0
"3225","group_224",12,0
"3226","group_319",12,0
"3227","group_507",29,0
"3228","group_77",12,0
"3229","group_42",12,0
"3230","group_150",18,0
"3231","group_2011",18,0
"3232","group_227",6,0
"3233","hsdR_1",6,0
"3234","yedK",17,0
"3235","group_2145",16,0
"3236","group_2151",16,0
"3237","group_3235",16,0
"3238","group_3236",16,0
"3239","hin_4",16,0
"3240","dprA_2",16,0
"3241","group_3244",16,0
"3242","hin_6",16,0
"3243","group_2122",17,0
"3244","group_3242",15,0
"3245","emrB",8,0
"3246","yrbG_2",8,0
"3247","group_2089",8,0
"3248","group_2090",8,0
"3249","group_2091",8,0
"3250","group_2092",8,0
"3251","emrA_1",8,0
"3252","slyA_2",8,0
"3253","group_3073",8,0
"3254","group_3074",8,0
"3255","rbbA",8,0
"3256","yhhJ",8,0
"3257","group_3077",8,0
"3258","group_3078",8,0
"3259","hspA_2",8,0
"3260","group_3080",8,0
"3261","mazF9",8,0
"3262","group_3082",8,0
"3263","group_3084",8,0
"3264","dgcT_1",8,0
"3265","group_3054",14,0
"3266","ltrA",14,0
"3267","group_3056",14,0
"3268","group_3057",14,0
"3269","group_3058",14,0
"3270","group_3059",14,0
"3271","group_3060",14,0
"3272","group_3061",14,0
"3273","cdpA_1",7,0
"3274","group_3083",8,0
"3275","group_4024",14,0
"3276","group_505",14,0
"3277","group_67",17,0
"3278","hipA_1",19,0
"3279","group_203",13,0
"3280","group_2955",8,0
"3281","group_2956",8,0
"3282","group_47",12,0
"3283","group_1256",5,0
"3284","group_321",11,0
"3285","group_327",10,0
"3286","group_616",6,0
"3287","group_135",15,0
"3288","group_154",13,0
"3289","group_199",13,0
"3290","group_202",13,0
"3291","group_3156",13,0
"3292","group_3157",13,0
"3293","group_3158",13,0
"3294","group_3159",13,0
"3295","group_3160",13,0
"3296","group_3161",13,0
"3297","group_3162",13,0
"3298","group_3163",13,0
"3299","group_3164",13,0
"3300","group_3165",13,0
"3301","group_3166",13,0
"3302","ptlG_2",18,0
"3303","group_168",11,0
"3304","group_3312",14,0
"3305","group_936",13,0
"3306","group_944",1,0
"3307","group_2033",8,0
"3308","group_2034",8,0
"3309","group_2035",8,0
"3310","group_2036",8,0
"3311","group_2039",8,0
"3312","group_281",8,0
"3313","group_489",8,0
"3314","group_961",8,0
"3315","group_962",8,0
"3316","group_963",8,0
"3317","group_965",8,0
"3318","group_116",8,0
"3319","group_2040",8,0
"3320","group_2417",4,0
"3321","group_2862",8,0
"3322","group_3310",14,0
"3323","group_3311",14,0
"3324","group_4",9,0
"3325","group_470",8,0
"3326","group_964",8,0
"3327","traA",7,0
"3328","group_113",15,0
"3329","group_2001",8,0
"3330","group_2172",14,0
"3331","group_2173",14,0
"3332","group_289",11,0
"3333","group_3316",14,0
"3334","group_3317",14,0
"3335","group_3318",14,0
"3336","group_3321",14,0
"3337","group_981",6,0
"3338","group_147",8,0
"3339","group_1997",8,0
"3340","group_1998",8,0
"3341","group_269",8,0
"3342","group_270",8,0
"3343","group_2863",8,0
"3344","group_2869",8,0
"3345","group_2870",8,0
"3346","group_2871",8,0
"3347","group_2872",8,0
"3348","ptlH_1",8,0
"3349","group_2874",8,0
"3350","group_2875",8,0
"3351","traG_2",13,0
"3352","group_90",8,0
"3353","group_923",8,0
"3354","group_925",8,0
"3355","group_926",8,0
"3356","group_927",8,0
"3357","group_928",8,0
"3358","group_929",8,0
"3359","group_976",3,0
"3360","group_977",3,0
"3361","group_153",10,0
"3362","tnpA_1",11,0
"3363","group_2226",10,0
"3364","group_513",10,0
"3365","group_91",7,0
"3366","group_139",12,0
"3367","yafQ",6,0
"3368","dinJ",6,0
"3369","group_3086",6,0
