"","geneNames","geneCounts","2006-2010"
"2279","ahcY_1",20,1
"2280","group_2522",20,1
"2281","group_2523",20,1
"2282","puuB",20,1
"2283","aacA4_1",20,1
"2284","group_2535",20,1
"2285","group_2536",20,1
"2286","group_2537",20,1
"2287","group_2538",20,1
"2288","group_2541",20,1
"2289","group_2542",20,1
"2290","group_2543",20,1
"2291","madA",20,1
"2292","citG",20,1
"2293","phoA",20,1
"2294","group_2550",20,1
"2295","group_2551",20,1
"2296","group_2552",20,1
"2297","group_2553",20,1
"2298","group_2554",20,1
"2299","chbG",20,1
"2300","group_2560",20,1
"2301","ogt",20,1
"2302","dgcC_2",20,1
"2303","group_2563",20,1
"2304","rplQ",20,1
"2305","pilT_1",20,1
"2306","group_2593",20,1
"2307","group_2665",20,1
"2308","yfdE",20,1
"2309","cynR_2",20,1
"2310","group_2670",20,1
"2311","group_2671",20,1
"2312","group_2672",20,1
"2313","group_2682",20,1
"2314","hipA",20,1
"2315","dltC_2",20,1
"2316","group_2697",20,1
"2317","group_2698",20,1
"2318","group_2699",20,1
"2319","group_2750",20,1
"2320","fosA",20,1
"2321","srkA_5",20,1
"2322","group_2754",20,1
"2323","cdsA",20,1
"2324","group_2758",20,1
"2325","group_2759",20,1
"2326","cymR",20,1
"2327","sufC",20,1
"2328","group_2762",20,1
"2329","group_2764",20,1
"2330","gudP_2",20,1
"2331","group_2771",20,1
"2332","group_2772",20,1
"2333","group_2773",20,1
"2334","group_2775",20,1
"2335","group_2776",20,1
"2336","group_2777",20,1
"2337","group_2778",20,1
"2338","fabH_3",20,1
"2339","oleD",20,1
"2340","ahlD",20,1
"2341","rutD",20,1
"2342","truD",20,1
"2343","group_2787",20,1
"2344","csrA_4",20,1
"2345","group_2790",20,1
"2346","ttgC",20,1
"2347","group_2792",20,1
"2348","group_2793",20,1
"2349","mscK",20,1
"2350","group_2799",20,1
"2351","group_2804",20,1
"2352","group_2805",20,1
"2353","group_2807",20,1
"2354","group_2808",20,1
"2355","queA",20,1
"2356","group_2819",20,1
"2357","group_2821",20,1
"2358","group_2822",20,1
"2359","group_2824",20,1
"2360","group_2832",20,1
"2361","group_2833",20,1
"2362","group_2836",20,1
"2363","yfbR",20,1
"2364","group_2838",20,1
"2365","group_2840",20,1
"2366","fusA",20,1
"2367","group_2843",20,1
"2368","group_2845",20,1
"2369","pksJ",20,1
"2370","group_304",20,1
"2371","lpxA_1",20,1
"2372","group_36",20,1
"2373","group_361",20,1
"2374","hypF",20,1
"2375","group_379",20,1
"2376","group_380",20,1
"2377","hemL",20,1
"2378","group_403",20,1
"2379","group_412",20,1
"2380","group_417",20,1
"2381","group_425",20,1
"2382","ankX_2",20,1
"2383","group_435",20,1
"2384","group_445",20,1
"2385","ylxH",20,1
"2386","aacA4_4",20,1
"2387","madD",20,1
"2388","group_524",20,1
"2389","group_532",20,1
"2390","group_533",20,1
"2391","rlmD",20,1
"2392","hsrA",20,1
"2393","group_537",20,1
"2394","aroA",20,1
"2395","leuS",20,1
"2396","group_560",20,1
"2397","iucC",20,1
"2398","group_571",20,1
"2399","bphD",20,1
"2400","group_583",20,1
"2401","group_596",20,1
"2402","group_600",20,1
"2403","cph2_2",20,1
"2404","group_621",20,1
"2405","group_624",20,1
"2406","glpQ",20,1
"2407","yheS_1",20,1
"2408","astB",20,1
"2409","group_654",20,1
"2410","group_674",20,1
"2411","group_681",20,1
"2412","group_691",20,1
"2413","group_696",20,1
"2414","ycgJ",20,1
"2415","dmlR_1",20,1
"2416","group_710",20,1
"2417","ampC_2",20,1
"2418","group_715",20,1
"2419","group_726",20,1
"2420","group_732",20,1
"2421","group_733",20,1
"2422","group_735",20,1
"2423","yveA_2",20,1
"2424","group_779",20,1
"2425","group_810",20,1
"2426","group_831",20,1
"2427","artJ_4",20,1
"2428","nudL",20,1
"2429","tolA",20,1
"2430","group_869",20,1
"2431","guaD_1",20,1
"2432","group_889",20,1
"2433","hyuA",20,1
"2434","group_1081",20,1
"2435","group_1114",20,1
"2436","epsM",20,1
"2437","group_121",20,1
"2438","group_1229",20,1
"2439","group_1246",20,1
"2440","group_1285",20,1
"2441","aroH_1",20,1
"2442","group_1288",20,1
"2443","group_1299",20,1
"2444","lpxL_2",20,1
"2445","group_1329",20,1
"2446","group_1362",20,1
"2447","group_1498",20,1
"2448","group_1501",20,1
"2449","group_1518",20,1
"2450","cas1",20,1
"2451","group_1524",20,1
"2452","dauA_2",20,1
"2453","nhaA_1",20,1
"2454","uspE",20,1
"2455","ytlP",20,1
"2456","group_162",20,1
"2457","group_1665",20,1
"2458","group_1678",20,1
"2459","prtC",20,1
"2460","group_1749",20,1
"2461","group_1755",20,1
"2462","group_1758",20,1
"2463","group_1760",20,1
"2464","group_1761",20,1
"2465","group_1762",20,1
"2466","group_1764",20,1
"2467","group_1766",20,1
"2468","group_1768",20,1
"2469","ackA_2",20,1
"2470","group_1774",20,1
"2471","group_1822",20,1
"2472","sdeA_3",20,1
"2473","group_1847",20,1
"2474","mdlC",20,1
"2475","group_1885",20,1
"2476","sdeA_5",20,1
"2477","group_1909",20,1
"2478","artJ_5",20,1
"2479","group_192",20,1
"2480","group_1924",20,1
"2481","group_1925",20,1
"2482","group_1926",20,1
"2483","group_1957",20,1
"2484","xerC_3",20,1
"2485","group_1962",20,1
"2486","group_1972",20,1
"2487","group_1981",20,1
"2488","group_1984",20,1
"2489","epsE_1",20,1
"2490","group_230",20,1
"2491","group_2361",20,1
"2492","group_2363",20,1
"2493","group_2366",20,1
"2494","cpxA",20,1
"2495","group_2380",20,1
"2496","group_2381",20,1
"2497","group_2387",20,1
"2498","group_2390",20,1
"2499","group_2398",20,1
"2500","group_2431",20,1
"2501","ydeN",20,1
"2502","group_2434",20,1
"2503","yhcG_1",20,1
"2504","group_2441",20,1
"2505","group_2442",20,1
"2506","asnO",20,1
"2507","group_2444",20,1
"2508","group_2445",20,1
"2509","pglK",20,1
"2510","group_2447",20,1
"2511","group_2449",20,1
"2512","lpxL_1",20,1
"2513","group_2454",20,1
"2514","dgcC_1",20,1
"2515","group_2465",20,1
"2516","group_2476",20,1
"2517","group_2478",20,1
"2518","group_2480",20,1
"2519","group_2481",20,1
"2520","group_2482",20,1
"2521","group_2483",20,1
"2522","hmo",20,1
"2523","pth",20,1
"2524","guaC",20,1
"2525","group_2493",20,1
"2526","group_2495",20,1
"2527","group_2498",20,1
"2528","fabH1",20,1
"2529","group_2511",20,1
"2530","hspA",20,1
"2531","group_2519",20,1
"2532","group_2520",20,1
"2533","ehpR",20,1
"2534","group_2532",20,1
"2535","group_2533",20,1
"2536","group_2539",20,1
"2537","group_2540",20,1
"2538","gltR",20,1
"2539","aspC_1",20,1
"2540","proP_2",20,1
"2541","group_2556",20,1
"2542","hrp1_2",20,1
"2543","group_2559",20,1
"2544","pilY1",20,1
"2545","sdeA_8",20,1
"2546","group_2666",20,1
"2547","group_2668",20,1
"2548","norV",20,1
"2549","group_2674",20,1
"2550","mrr",20,1
"2551","group_2679",20,1
"2552","group_2680",20,1
"2553","group_2681",20,1
"2554","group_2687",20,1
"2555","group_2689",20,1
"2556","group_2692",20,1
"2557","group_2693",20,1
"2558","group_2694",20,1
"2559","group_2695",20,1
"2560","group_2696",20,1
"2561","group_2700",20,1
"2562","intS_2",20,1
"2563","group_2702",20,1
"2564","group_2703",20,1
"2565","group_2704",20,1
"2566","group_2705",20,1
"2567","proP_5",20,1
"2568","group_2707",20,1
"2569","group_2708",20,1
"2570","csrA_3",20,1
"2571","group_2710",20,1
"2572","group_2711",20,1
"2573","group_2712",20,1
"2574","group_2713",20,1
"2575","group_2714",20,1
"2576","group_2715",20,1
"2577","group_2716",20,1
"2578","group_2717",20,1
"2579","group_2718",20,1
"2580","group_2719",20,1
"2581","group_2720",20,1
"2582","group_2721",20,1
"2583","group_2722",20,1
"2584","group_2723",20,1
"2585","czcC_2",20,1
"2586","cusB",20,1
"2587","group_2726",20,1
"2588","deoA",20,1
"2589","prs_1",20,1
"2590","group_2729",20,1
"2591","group_2730",20,1
"2592","czcC_1",20,1
"2593","czcB_2",20,1
"2594","group_2733",20,1
"2595","cadA",20,1
"2596","group_2735",20,1
"2597","group_2736",20,1
"2598","phaC_3",20,1
"2599","pta_2",20,1
"2600","fabI_2",20,1
"2601","phaB_1",20,1
"2602","capB_2",20,1
"2603","group_2742",20,1
"2604","group_2743",20,1
"2605","aacA4_3",20,1
"2606","group_2745",20,1
"2607","ssb_2",20,1
"2608","group_2747",20,1
"2609","group_2748",20,1
"2610","group_2749",20,1
"2611","group_2751",20,1
"2612","group_2755",20,1
"2613","group_2756",20,1
"2614","group_2763",20,1
"2615","group_2767",20,1
"2616","group_2769",20,1
"2617","dnaJ1",20,1
"2618","group_2774",20,1
"2619","group_2784",20,1
"2620","exuT_2",20,1
"2621","doeB",20,1
"2622","group_2789",20,1
"2623","group_2795",20,1
"2624","group_2796",20,1
"2625","group_2798",20,1
"2626","group_2801",20,1
"2627","group_2802",20,1
"2628","group_2809",20,1
"2629","msrB",20,1
"2630","group_2817",20,1
"2631","group_2820",20,1
"2632","group_2823",20,1
"2633","group_2825",20,1
"2634","prlF",20,1
"2635","yhaV",20,1
"2636","group_2829",20,1
"2637","group_2831",20,1
"2638","group_2834",20,1
"2639","group_2835",20,1
"2640","group_2839",20,1
"2641","nagL",20,1
"2642","group_2844",20,1
"2643","group_305",20,1
"2644","patA_1",20,1
"2645","tnpA",20,1
"2646","group_325",20,1
"2647","phrB",20,1
"2648","yedI",20,1
"2649","czcA_1",20,1
"2650","group_416",20,1
"2651","hutU",20,1
"2652","group_617",20,1
"2653","group_6266",20,1
"2654","group_6697",20,1
"2655","group_698",20,1
"2656","group_708",20,1
"2657","group_769",20,1
"2658","hsdR",20,1
"2659","def_2",20,1
"2660","group_797",20,1
"2661","group_799",20,1
"2662","group_801",20,1
"2663","cusA",20,1
"2664","group_804",20,1
"2665","group_842",20,1
"2666","group_851",20,1
"2667","group_870",20,1
"2668","group_871",20,1
"2669","group_873",20,1
"2670","group_900",20,1
"2671","group_902",20,1
"2672","cyaA_1",20,1
"2673","group_1123",20,1
"2674","bacD",20,1
"2675","group_1287",20,1
"2676","aseR",20,1
"2677","group_1443",20,1
"2678","group_1483",20,1
"2679","rgy",20,1
"2680","group_1549",20,1
"2681","nifL",20,1
"2682","group_160",20,1
"2683","group_164",20,1
"2684","group_1685",20,1
"2685","group_1686",20,1
"2686","group_1690",20,1
"2687","group_1691",20,1
"2688","group_1692",20,1
"2689","group_1696",20,1
"2690","vioD",20,1
"2691","yddE_3",20,1
"2692","group_1838",20,1
"2693","group_1878",20,1
"2694","group_1916",20,1
"2695","pgmB",20,1
"2696","group_1929",20,1
"2697","group_229",20,1
"2698","hlyD",20,1
"2699","group_2364",20,1
"2700","group_2365",19,0
"2701","group_2401",20,1
"2702","group_2433",20,1
"2703","hin_2",20,1
"2704","group_2459",20,1
"2705","pepA_1",20,1
"2706","group_249",20,1
"2707","group_2494",20,1
"2708","cas5d",20,1
"2709","group_2504",20,1
"2710","cas2",20,1
"2711","group_2512",20,1
"2712","group_2513",20,1
"2713","group_2516",20,1
"2714","ctpF",20,1
"2715","coaE_2",20,1
"2716","group_2558",20,1
"2717","group_2592",20,1
"2718","vjbR",20,1
"2719","group_2664",20,1
"2720","group_2677",19,0
"2721","group_2678",19,0
"2722","pilE1_2",20,1
"2723","pilE1_1",20,1
"2724","bolA",20,1
"2725","group_2688",20,1
"2726","group_2766",20,1
"2727","group_2803",19,0
"2728","group_2806",20,1
"2729","group_2818",20,1
"2730","group_2847",20,1
"2731","group_2848",20,1
"2732","group_2849",20,1
"2733","group_2850",20,1
"2734","group_2851",20,1
"2735","group_2853",20,1
"2736","group_302",20,1
"2737","dusC",20,1
"2738","group_366",20,1
"2739","group_3883",20,1
"2740","group_431",20,1
"2741","group_446",20,1
"2742","group_634",20,1
"2743","group_701",20,1
"2744","group_850",20,1
"2745","group_872",20,1
"2746","group_874",20,1
"2747","group_876",20,1
"2748","group_1093",20,1
"2749","fabG1",20,1
"2750","group_1689",20,1
"2751","group_1693",20,1
"2752","cphA_2",20,1
"2753","group_1723",20,1
"2754","group_1921",20,1
"2755","group_1923",20,1
"2756","group_1927",20,1
"2757","group_1961",20,1
"2758","cph2_3",20,1
"2759","group_2368",19,0
"2760","blh",20,1
"2761","hin_1",20,1
"2762","group_2501",20,1
"2763","barA",20,1
"2764","group_2595",20,1
"2765","proP_4",20,1
"2766","catD",20,1
"2767","tylM1",20,1
"2768","group_260",19,0
"2769","group_2600",20,1
"2770","group_2601",20,1
"2771","group_2602",20,1
"2772","aacA4_2",20,1
"2773","group_2604",20,1
"2774","group_2605",20,1
"2775","group_2606",20,1
"2776","group_2607",20,1
"2777","oatA_4",20,1
"2778","srkA_4",20,1
"2779","fabG_3",20,1
"2780","dpnM",20,1
"2781","proA_1",20,1
"2782","group_2613",20,1
"2783","group_2614",20,1
"2784","group_2615",20,1
"2785","aroK_2",20,1
"2786","fes",20,1
"2787","group_2618",20,1
"2788","cpo",20,1
"2789","mta_1",20,1
"2790","group_2621",20,1
"2791","group_2622",20,1
"2792","wecD",20,1
"2793","coaE_3",20,1
"2794","group_2625",20,1
"2795","group_2626",20,1
"2796","pdxH_1",20,1
"2797","group_2628",20,1
"2798","csrA2",20,1
"2799","group_2631",20,1
"2800","group_2632",20,1
"2801","group_2633",20,1
"2802","group_2634",20,1
"2803","group_2635",20,1
"2804","group_2636",20,1
"2805","group_2637",20,1
"2806","group_2638",20,1
"2807","group_2639",20,1
"2808","group_2640",20,1
"2809","group_2641",20,1
"2810","group_2642",20,1
"2811","group_2643",20,1
"2812","group_2644",20,1
"2813","group_2645",20,1
"2814","group_2646",20,1
"2815","group_2647",20,1
"2816","group_2648",20,1
"2817","group_2649",20,1
"2818","rcsA",20,1
"2819","dap",20,1
"2820","group_2652",20,1
"2821","group_2653",20,1
"2822","group_2654",20,1
"2823","group_2656",20,1
"2824","group_2657",20,1
"2825","group_2658",20,1
"2826","group_2659",20,1
"2827","group_2660",20,1
"2828","group_2661",20,1
"2829","group_2662",20,1
"2830","cysC",20,1
"2831","group_2686",20,1
"2832","group_2768",20,1
"2833","group_2794",20,1
"2834","group_2810",20,1
"2835","group_2813",20,1
"2836","group_2826",20,1
"2837","group_2830",20,1
"2838","lpoA",20,1
"2839","group_368",20,1
"2840","gdhIV",20,1
"2841","adhc1",20,1
"2842","araC",20,1
"2843","drrA_2",20,1
"2844","chiD",20,1
"2845","group_1688",20,1
"2846","group_1695",20,1
"2847","group_1773",20,1
"2848","group_1823",20,1
"2849","group_183",20,1
"2850","group_1896",20,1
"2851","group_1932",20,1
"2852","group_1991",20,1
"2853","birA",20,1
"2854","group_2591",20,1
"2855","yhcG_2",20,1
"2856","hcl",20,1
"2857","yafP",20,1
"2858","pilQ",20,1
"2859","group_413",20,1
"2860","cmpR",20,1
"2861","group_170",20,1
"2862","group_1730",19,0
"2863","group_2629",20,1
"2864","group_2800",20,1
"2865","group_2814",20,1
"2866","rimI",20,1
"2867","group_693",20,1
"2868","group_140",20,1
"2869","aroE",19,0
"2870","group_1726",19,0
"2871","hin_3",19,0
"2872","group_2305",20,1
"2873","group_2399",20,1
"2874","group_240",20,1
"2875","group_440",20,1
"2876","group_1729",19,0
"2877","group_184",18,0
"2878","stkP",20,1
"2879","group_2815",20,1
"2880","group_2846",20,1
"2881","czcB_3",20,1
"2882","group_458",20,1
"2883","group_1",18,0
"2884","group_222",20,1
"2885","group_2676",19,0
"2886","group_345",20,1
"2887","mmgB",20,1
"2888","yceJ_1",20,1
"2889","group_922",19,0
"2890","group_114",20,1
"2891","ftsA_1",19,0
"2892","group_2812",20,1
"2893","alr",19,0
"2894","group_1405",20,1
"2895","group_1547",19,0
"2896","epsF_1",20,1
"2897","cph2_1",20,1
"2898","group_2526",19,0
"2899","group_349",20,1
"2900","group_1546",19,0
"2901","group_1728",19,0
"2902","group_242",20,1
"2903","group_2525",19,0
"2904","group_2527",19,0
"2905","group_2528",19,0
"2906","group_395",19,0
"2907","group_463",20,1
"2908","nnr_2",19,0
"2909","group_1732",19,0
"2910","group_2529",19,0
"2911","group_766",20,1
"2912","group_895",20,1
"2913","group_2376",19,0
"2914","group_2524",19,0
"2915","group_461",20,1
"2916","group_245",20,1
"2917","group_393",18,0
"2918","group_352",20,1
"2919","wbbL_2",20,1
"2920","group_182",17,0
"2921","xerC_2",16,0
"2922","gacA",17,0
"2923","group_2003",18,0
"2924","alkA",18,0
"2925","group_2876",18,0
"2926","group_2877",18,0
"2927","group_2878",18,0
"2928","acn_2",18,0
"2929","mimB",18,0
"2930","group_1253",14,0
"2931","ygiD",18,0
"2932","sdcS_2",14,0
"2933","group_932",18,0
"2934","argE_1",14,0
"2935","group_939",14,0
"2936","yqjG_2",18,0
"2937","group_2882",18,0
"2938","group_472",18,0
"2939","group_2880",18,0
"2940","group_2008",18,0
"2941","levS",14,0
"2942","group_2006",18,0
"2943","group_1629",13,0
"2944","group_1636",13,0
"2945","group_1637",13,0
"2946","group_2566",13,0
"2947","group_2568",13,0
"2948","group_2573",13,0
"2949","wbpA",13,0
"2950","rfbB_2",13,0
"2951","glgM",13,0
"2952","bepA_2",13,0
"2953","copA_1",13,0
"2954","group_746",13,0
"2955","icaA",13,0
"2956","group_749",13,0
"2957","mscS",13,0
"2958","group_1631",13,0
"2959","group_2565",13,0
"2960","group_1639",13,0
"2961","group_1641",13,0
"2962","group_2569",13,0
"2963","group_107",13,0
"2964","group_110",13,0
"2965","adh",13,0
"2966","group_1645",13,0
"2967","group_1646",13,0
"2968","group_1647",13,0
"2969","group_1648",13,0
"2970","group_179",13,0
"2971","traI_1",13,0
"2972","csrA_2",13,0
"2973","lexA_2",13,0
"2974","dpnA",13,0
"2975","group_2587",13,0
"2976","group_2588",13,0
"2977","traG",13,0
"2978","group_6561",13,0
"2979","traM",13,0
"2980","traC_1",13,0
"2981","ptlH",13,0
"2982","group_758",13,0
"2983","group_759",13,0
"2984","traK_1",13,0
"2985","traL",13,0
"2986","group_2581",12,0
"2987","group_753",13,0
"2988","group_81",13,0
"2989","traD_1",12,0
"2990","virB4_2",13,0
"2991","ptlG",13,0
"2992","group_1634",13,0
"2993","group_173",13,0
"2994","group_2580",13,0
"2995","group_2582",13,0
"2996","group_744",13,0
"2997","traJ",12,0
"2998","group_2571",13,0
"2999","group_2589",13,0
"3000","tuf1",19,0
"3001","group_68",16,0
"3002","fadD3",15,0
"3003","group_2903",12,0
"3004","group_937",12,0
"3005","nhaA_2",12,0
"3006","des",12,0
"3007","group_1191",10,0
"3008","group_1277",10,0
"3009","group_1278",10,0
"3010","group_2430",10,0
"3011","cat",10,0
"3012","group_312",10,0
"3013","srkA_2",10,0
"3014","group_1205",10,0
"3015","group_2391",10,0
"3016","group_2393",10,0
"3017","tehB_1",10,0
"3018","group_2427",10,0
"3019","group_2436",10,0
"3020","group_1409",10,0
"3021","tagO",10,0
"3022","rfbB_1",10,0
"3023","group_148",9,0
"3024","group_473",9,0
"3025","group_474",9,0
"3026","group_109",9,0
"3027","group_123",10,0
"3028","group_2567",6,0
"3029","virB4_1",9,0
"3030","group_739",4,0
"3031","group_2902",10,0
"3032","group_1992",10,0
"3033","group_2855",10,0
"3034","group_921",10,0
"3035","group_1994",10,0
"3036","group_1995",10,0
"3037","group_2854",10,0
"3038","group_2856",10,0
"3039","group_2860",10,0
"3040","menG_1",10,0
"3041","btrN",10,0
"3042","group_940",10,0
"3043","group_2015",10,0
"3044","group_2017",10,0
"3045","group_2857",10,0
"3046","group_2858",10,0
"3047","group_2859",10,0
"3048","group_2861",10,0
"3049","group_2904",10,0
"3050","group_2905",10,0
"3051","group_2908",10,0
"3052","group_2909",10,0
"3053","group_2910",10,0
"3054","traM_2",10,0
"3055","traL_2",10,0
"3056","traK_3",10,0
"3057","group_466",10,0
"3058","group_941",10,0
"3059","group_1993",10,0
"3060","group_2019",10,0
"3061","group_933",9,0
"3062","group_2016",8,0
"3063","group_2906",8,0
"3064","group_2907",8,0
"3065","dtpA_5",9,0
"3066","group_918",10,0
"3067","group_2405",7,0
"3068","intQ",7,0
"3069","group_83",8,0
"3070","group_1252",7,0
"3071","group_167",7,0
"3072","group_614",7,0
"3073","group_181",8,0
"3074","group_112",8,0
"3075","group_479",8,0
"3076","group_27",8,0
"3077","group_46",8,0
"3078","group_635",9,0
"3079","group_2404",7,0
"3080","group_267",5,0
"3081","group_39",9,0
"3082","group_2010",9,0
"3083","group_475",9,0
"3084","group_2889",9,0
"3085","virD4",7,0
"3086","group_75",7,0
"3087","group_128",7,0
"3088","group_2009",8,0
"3089","group_277",7,0
"3090","group_2883",8,0
"3091","group_2885",8,0
"3092","group_2886",8,0
"3093","lexA_1",8,0
"3094","group_2891",8,0
"3095","group_2892",8,0
"3096","speG",8,0
"3097","virB6",7,0
"3098","group_484",7,0
"3099","recD2",7,0
"3100","group_2884",8,0
"3101","group_2919",7,0
"3102","group_6562",8,0
"3103","group_950",7,0
"3104","group_2887",7,0
"3105","group_2894",8,0
"3106","ptlE",7,0
"3107","group_482",10,0
"3108","traG_1",7,0
"3109","virB9",7,0
"3110","group_280",7,0
"3111","group_2888",7,0
"3112","group_6806",7,0
"3113","group_178",7,0
"3114","group_2018",8,0
"3115","group_136",4,0
"3116","ptlG_1",7,0
"3117","group_2012",7,0
"3118","group_271",7,0
"3119","group_2895",7,0
"3120","group_2896",7,0
"3121","group_2897",7,0
"3122","traK_2",7,0
"3123","group_2899",7,0
"3124","group_2901",7,0
"3125","group_2931",7,0
"3126","group_486",7,0
"3127","group_755",7,0
"3128","csrA2_1",7,0
"3129","group_483",7,0
"3130","group_485",6,0
"3131","group_156",7,0
"3132","group_134",8,0
"3133","group_274",5,0
"3134","tadA_2",7,0
"3135","group_949",5,0
"3136","group_2002",4,0
"3137","intS_1",7,0
"3138","group_2024",7,0
"3139","dprA_1",7,0
"3140","group_2929",7,0
"3141","group_2028",6,0
"3142","group_2934",5,0
"3143","group_951",5,0
"3144","traJ_1",5,0
"3145","umuC_2",3,0
"3146","group_6854",6,0
"3147","group_952",4,0
"3148","group_2950",7,0
"3149","traI_2",2,0
"3150","group_1007",2,0
"3151","group_1008",2,0
"3152","group_1009",2,0
"3153","group_1010",2,0
"3154","traD_2",2,0
"3155","hin_5",2,0
"3156","group_2153",2,0
"3157","group_2154",2,0
"3158","csrA_5",2,0
"3159","ylpA",2,0
"3160","group_2157",2,0
"3161","group_2158",2,0
"3162","group_2161",2,0
"3163","group_284",2,0
"3164","group_3234",2,0
"3165","group_3247",2,0
"3166","group_3248",2,0
"3167","rizA",2,0
"3168","ttuC",2,0
"3169","group_3252",2,0
"3170","group_3253",2,0
"3171","group_3254",2,0
"3172","group_3255",2,0
"3173","group_3256",2,0
"3174","group_3257",2,0
"3175","group_3258",2,0
"3176","traC_2",2,0
"3177","group_2147",2,0
"3178","group_2148",2,0
"3179","soj_2",2,0
"3180","traC_3",2,0
"3181","group_2160",2,0
"3182","group_3238",2,0
"3183","group_3239",2,0
"3184","group_3250",2,0
"3185","group_3259",2,0
"3186","group_3260",1,0
"3187","group_1006",2,0
"3188","group_105",5,0
"3189","group_2149",2,0
"3190","group_3241",2,0
"3191","group_3240",2,0
"3192","group_2935",5,0
"3193","group_2949",5,0
"3194","umuD_2",3,0
"3195","group_3155",2,0
"3196","group_2025",5,0
"3197","group_2026",5,0
"3198","group_2027",5,0
"3199","group_2029",5,0
"3200","group_2936",5,0
"3201","group_2938",5,0
"3202","group_2939",5,0
"3203","group_2940",5,0
"3204","group_2941",5,0
"3205","group_2942",5,0
"3206","group_2943",5,0
"3207","group_2944",5,0
"3208","group_2945",5,0
"3209","group_2946",5,0
"3210","group_2947",5,0
"3211","group_2948",5,0
"3212","group_3154",2,0
"3213","group_272",2,0
"3214","group_2937",5,0
"3215","group_945",5,0
"3216","group_186",5,0
"3217","group_317",2,0
"3218","group_954",5,0
"3219","group_2005",2,0
"3220","group_28",3,0
"3221","virB8",3,0
"3222","group_496",2,0
"3223","group_1257",3,0
"3224","group_130",3,0
"3225","group_224",3,0
"3226","group_319",3,0
"3227","group_507",1,0
"3228","group_77",3,0
"3229","group_42",5,0
"3230","group_150",2,0
"3231","group_2011",2,0
"3232","group_227",3,0
"3233","hsdR_1",3,0
"3234","yedK",2,0
"3235","group_2145",2,0
"3236","group_2151",2,0
"3237","group_3235",2,0
"3238","group_3236",2,0
"3239","hin_4",2,0
"3240","dprA_2",2,0
"3241","group_3244",2,0
"3242","hin_6",2,0
"3243","group_2122",1,0
"3244","group_3242",2,0
"3245","emrB",4,0
"3246","yrbG_2",4,0
"3247","group_2089",4,0
"3248","group_2090",4,0
"3249","group_2091",4,0
"3250","group_2092",4,0
"3251","emrA_1",4,0
"3252","slyA_2",4,0
"3253","group_3073",4,0
"3254","group_3074",4,0
"3255","rbbA",4,0
"3256","yhhJ",4,0
"3257","group_3077",4,0
"3258","group_3078",4,0
"3259","hspA_2",4,0
"3260","group_3080",4,0
"3261","mazF9",4,0
"3262","group_3082",4,0
"3263","group_3084",4,0
"3264","dgcT_1",4,0
"3265","group_3054",2,0
"3266","ltrA",2,0
"3267","group_3056",2,0
"3268","group_3057",2,0
"3269","group_3058",2,0
"3270","group_3059",2,0
"3271","group_3060",2,0
"3272","group_3061",2,0
"3273","cdpA_1",4,0
"3274","group_3083",4,0
"3275","group_4024",2,0
"3276","group_505",2,0
"3277","group_67",2,0
"3278","hipA_1",1,0
"3279","group_203",2,0
"3280","group_2955",4,0
"3281","group_2956",4,0
"3282","group_47",2,0
"3283","group_1256",2,0
"3284","group_321",2,0
"3285","group_327",2,0
"3286","group_616",3,0
"3287","group_135",2,0
"3288","group_154",1,0
"3289","group_199",1,0
"3290","group_202",1,0
"3291","group_3156",1,0
"3292","group_3157",1,0
"3293","group_3158",1,0
"3294","group_3159",1,0
"3295","group_3160",1,0
"3296","group_3161",1,0
"3297","group_3162",1,0
"3298","group_3163",1,0
"3299","group_3164",1,0
"3300","group_3165",1,0
"3301","group_3166",1,0
"3302","ptlG_2",2,0
"3303","group_168",2,0
"3304","group_3312",2,0
"3305","group_936",3,0
"3306","group_944",3,0
"3307","group_2033",2,0
"3308","group_2034",2,0
"3309","group_2035",2,0
"3310","group_2036",2,0
"3311","group_2039",2,0
"3312","group_281",2,0
"3313","group_489",2,0
"3314","group_961",2,0
"3315","group_962",2,0
"3316","group_963",2,0
"3317","group_965",2,0
"3318","group_116",1,0
"3319","group_2040",2,0
"3320","group_2417",1,0
"3321","group_2862",1,0
"3322","group_3310",2,0
"3323","group_3311",2,0
"3324","group_4",1,0
"3325","group_470",1,0
"3326","group_964",2,0
"3327","traA",2,0
"3328","group_113",1,0
"3329","group_2001",1,0
"3330","group_2172",1,0
"3331","group_2173",1,0
"3332","group_289",0,0
"3333","group_3316",1,0
"3334","group_3317",1,0
"3335","group_3318",1,0
"3336","group_3321",1,0
"3337","group_981",3,0
"3338","group_147",1,0
"3339","group_1997",1,0
"3340","group_1998",1,0
"3341","group_269",1,0
"3342","group_270",1,0
"3343","group_2863",1,0
"3344","group_2869",1,0
"3345","group_2870",1,0
"3346","group_2871",1,0
"3347","group_2872",1,0
"3348","ptlH_1",1,0
"3349","group_2874",1,0
"3350","group_2875",1,0
"3351","traG_2",1,0
"3352","group_90",1,0
"3353","group_923",1,0
"3354","group_925",1,0
"3355","group_926",1,0
"3356","group_927",1,0
"3357","group_928",1,0
"3358","group_929",1,0
"3359","group_976",4,0
"3360","group_977",4,0
"3361","group_153",0,0
"3362","tnpA_1",2,0
"3363","group_2226",0,0
"3364","group_513",0,0
"3365","group_91",0,0
"3366","group_139",1,0
"3367","yafQ",3,0
"3368","dinJ",3,0
